country,partner_country,year,import_value_usd,import_weight_tonnes
Spain,Canada,2000,4,0.001
Spain,Canada,2001,4,0.001
Spain,Canada,2002,4,0.001
Spain,Canada,2003,4,0.001
Spain,Canada,2004,4,0.001
Spain,Canada,2005,4,0.001
Spain,Canada,2006,4,0.001
Spain,Canada,2007,4,0.001
Spain,Canada,2008,4,0.001
Spain,Canada,2009,4,0.001
Spain,Canada,2010,4,0.001
Spain,Canada,2011,4,0.001
Spain,Canada,2013,4,0.001
Spain,Canada,2014,4,0.001
Spain,Canada,2015,4,0.001
Spain,Canada,2016,4,0.001
Spain,Canada,2017,4,0.001
Spain,Canada,2018,4,0.001
Spain,Canada,2019,4,0.001
Spain,Canada,2020,4,0.001
Spain,Canada,2021,4,0.001
Spain,Canada,2022,4,0.001
Spain,Canada,2023,4,0.001
Spain,Canada,2024,4,0.001
Spain,China,2000,4,0.001
Spain,China,2001,4,0.001
Spain,China,2002,4,0.001
Spain,China,2003,4,0.001
Spain,China,2004,4,0.001
Spain,China,2005,4,0.001
Spain,China,2006,0,0.0
Spain,China,2007,4,0.001
Spain,China,2008,4,0.001
Spain,China,2009,4,0.001
Spain,China,2010,4,0.001
Spain,China,2011,4,0.001
Spain,China,2013,4,0.001
Spain,China,2014,4,0.001
Spain,China,2015,4,0.001
Spain,China,2016,4,0.001
Spain,China,2017,0,0.0
Spain,China,2018,4,0.001
Spain,China,2019,4,0.001
Spain,China,2020,4,0.001
Spain,China,2021,4,0.001
Spain,China,2022,4,0.001
Spain,China,2023,4,0.001
Spain,China,2024,4,0.001
Spain,Croatia,2000,4,0.001
Spain,Croatia,2001,4,0.001
Spain,Croatia,2002,4,0.001
Spain,Croatia,2003,4,0.001
Spain,Croatia,2004,4,0.001
Spain,Croatia,2005,4,0.001
Spain,Croatia,2006,4,0.001
Spain,Croatia,2007,4,0.001
Spain,Croatia,2008,0,0.0
Spain,Croatia,2009,0,0.0
Spain,Croatia,2010,4,0.001
Spain,Croatia,2011,4,0.001
Spain,Croatia,2013,4,0.001
Spain,Croatia,2014,4,0.001
Spain,Croatia,2015,4,0.001
Spain,Croatia,2016,4,0.001
Spain,Croatia,2017,4,0.001
Spain,Croatia,2018,4,0.001
Spain,Croatia,2019,4,0.001
Spain,Croatia,2020,4,0.001
Spain,Croatia,2021,4,0.001
Spain,Croatia,2022,4,0.001
Spain,Croatia,2023,4,0.001
Spain,Croatia,2024,4,0.001
Spain,France,2000,4,0.001
Spain,France,2001,4,0.001
Spain,France,2002,4,0.001
Spain,France,2003,4,0.001
Spain,France,2004,4,0.001
Spain,France,2005,4,0.001
Spain,France,2006,0,0.0
Spain,France,2007,4,0.001
Spain,France,2008,4,0.001
Spain,France,2009,4,0.001
Spain,France,2010,4,0.001
Spain,France,2011,4,0.001
Spain,France,2013,4,0.001
Spain,France,2014,4,0.001
Spain,France,2015,4,0.001
Spain,France,2016,4,0.001
Spain,France,2017,4,0.001
Spain,France,2018,4,0.001
Spain,France,2019,4,0.001
Spain,France,2020,4,0.001
Spain,France,2021,4,0.001
Spain,France,2022,4,0.001
Spain,France,2023,4,0.001
Spain,France,2024,0,0.0
Spain,Germany,2000,4,0.001
Spain,Germany,2001,4,0.001
Spain,Germany,2002,4,0.001
Spain,Germany,2003,4,0.001
Spain,Germany,2004,4,0.001
Spain,Germany,2005,4,0.001
Spain,Germany,2006,4,0.001
Spain,Germany,2007,4,0.001
Spain,Germany,2008,4,0.001
Spain,Germany,2009,4,0.001
Spain,Germany,2010,4,0.001
Spain,Germany,2011,4,0.001
Spain,Germany,2013,4,0.001
Spain,Germany,2014,4,0.001
Spain,Germany,2015,4,0.001
Spain,Germany,2016,4,0.001
Spain,Germany,2017,4,0.001
Spain,Germany,2018,4,0.001
Spain,Germany,2019,4,0.001
Spain,Germany,2020,4,0.001
Spain,Germany,2021,4,0.001
Spain,Germany,2022,4,0.001
Spain,Germany,2023,4,0.001
Spain,Germany,2024,4,0.001
Spain,India,2000,4,0.001
Spain,India,2001,4,0.001
Spain,India,2002,4,0.001
Spain,India,2003,4,0.001
Spain,India,2004,4,0.001
Spain,India,2005,4,0.001
Spain,India,2006,4,0.001
Spain,India,2007,4,0.001
Spain,India,2008,4,0.001
Spain,India,2009,4,0.001
Spain,India,2010,4,0.001
Spain,India,2011,4,0.001
Spain,India,2013,4,0.001
Spain,India,2014,4,0.001
Spain,India,2015,4,0.001
Spain,India,2016,4,0.001
Spain,India,2017,4,0.001
Spain,India,2018,4,0.001
Spain,India,2019,4,0.001
Spain,India,2020,4,0.001
Spain,India,2021,4,0.001
Spain,India,2022,4,0.001
Spain,India,2023,4,0.001
Spain,India,2024,0,0.0
Spain,Iran,2000,4,0.001
Spain,Iran,2001,4,0.001
Spain,Iran,2002,4,0.001
Spain,Iran,2003,4,0.001
Spain,Iran,2004,4,0.001
Spain,Iran,2005,4,0.001
Spain,Iran,2006,4,0.001
Spain,Iran,2007,4,0.001
Spain,Iran,2008,4,0.001
Spain,Iran,2009,4,0.001
Spain,Iran,2010,0,0.0
Spain,Iran,2011,0,0.0
Spain,Iran,2013,0,0.0
Spain,Iran,2014,0,0.0
Spain,Iran,2015,4,0.001
Spain,Iran,2016,4,0.001
Spain,Iran,2017,4,0.001
Spain,Iran,2018,0,0.0
Spain,Iran,2019,4,0.001
Spain,Iran,2020,0,0.0
Spain,Iran,2021,4,0.001
Spain,Iran,2022,4,0.001
Spain,Iran,2023,0,0.0
Spain,Iran,2024,0,0.0
Spain,Iraq,2000,0,0.0
Spain,Iraq,2001,0,0.0
Spain,Iraq,2002,0,0.0
Spain,Iraq,2003,0,0.0
Spain,Iraq,2004,0,0.0
Spain,Iraq,2005,0,0.0
Spain,Iraq,2006,0,0.0
Spain,Iraq,2007,0,0.0
Spain,Iraq,2008,0,0.0
Spain,Iraq,2009,0,0.0
Spain,Iraq,2010,0,0.0
Spain,Iraq,2011,0,0.0
Spain,Iraq,2013,0,0.0
Spain,Iraq,2014,0,0.0
Spain,Iraq,2015,0,0.0
Spain,Iraq,2016,0,0.0
Spain,Iraq,2017,0,0.0
Spain,Iraq,2018,0,0.0
Spain,Iraq,2019,4,0.001
Spain,Iraq,2020,0,0.0
Spain,Iraq,2021,0,0.0
Spain,Iraq,2022,0,0.0
Spain,Iraq,2023,0,0.0
Spain,Iraq,2024,4,0.001
Spain,Israel,2000,4,0.001
Spain,Israel,2001,4,0.001
Spain,Israel,2002,4,0.001
Spain,Israel,2003,4,0.001
Spain,Israel,2004,4,0.001
Spain,Israel,2005,4,0.001
Spain,Israel,2006,0,0.0
Spain,Israel,2007,4,0.001
Spain,Israel,2008,4,0.001
Spain,Israel,2009,4,0.001
Spain,Israel,2010,4,0.001
Spain,Israel,2011,4,0.001
Spain,Israel,2013,4,0.001
Spain,Israel,2014,4,0.001
Spain,Israel,2015,4,0.001
Spain,Israel,2016,4,0.001
Spain,Israel,2017,4,0.001
Spain,Israel,2018,4,0.001
Spain,Israel,2019,4,0.001
Spain,Israel,2020,4,0.001
Spain,Israel,2021,4,0.001
Spain,Israel,2022,4,0.001
Spain,Israel,2023,4,0.001
Spain,Israel,2024,4,0.001
Spain,Italy,2000,4,0.001
Spain,Italy,2001,4,0.001
Spain,Italy,2002,4,0.001
Spain,Italy,2003,4,0.001
Spain,Italy,2004,4,0.001
Spain,Italy,2005,4,0.001
Spain,Italy,2006,4,0.001
Spain,Italy,2007,4,0.001
Spain,Italy,2008,4,0.001
Spain,Italy,2009,4,0.001
Spain,Italy,2010,4,0.001
Spain,Italy,2011,4,0.001
Spain,Italy,2013,4,0.001
Spain,Italy,2014,4,0.001
Spain,Italy,2015,4,0.001
Spain,Italy,2016,4,0.001
Spain,Italy,2017,4,0.001
Spain,Italy,2018,4,0.001
Spain,Italy,2019,0,0.0
Spain,Italy,2020,4,0.001
Spain,Italy,2021,4,0.001
Spain,Italy,2022,4,0.001
Spain,Italy,2023,4,0.001
Spain,Italy,2024,4,0.001
Spain,Japan,2000,4,0.001
Spain,Japan,2001,4,0.001
Spain,Japan,2002,4,0.001
Spain,Japan,2003,4,0.001
Spain,Japan,2004,4,0.001
Spain,Japan,2005,4,0.001
Spain,Japan,2006,4,0.001
Spain,Japan,2007,4,0.001
Spain,Japan,2008,4,0.001
Spain,Japan,2009,4,0.001
Spain,Japan,2010,4,0.001
Spain,Japan,2011,4,0.001
Spain,Japan,2013,4,0.001
Spain,Japan,2014,4,0.001
Spain,Japan,2015,4,0.001
Spain,Japan,2016,4,0.001
Spain,Japan,2017,0,0.0
Spain,Japan,2018,4,0.001
Spain,Japan,2019,4,0.001
Spain,Japan,2020,4,0.001
Spain,Japan,2021,4,0.001
Spain,Japan,2022,4,0.001
Spain,Japan,2023,4,0.001
Spain,Japan,2024,4,0.001
Spain,Pakistan,2000,4,0.001
Spain,Pakistan,2001,4,0.001
Spain,Pakistan,2002,4,0.001
Spain,Pakistan,2003,4,0.001
Spain,Pakistan,2004,4,0.001
Spain,Pakistan,2005,4,0.001
Spain,Pakistan,2006,4,0.001
Spain,Pakistan,2007,4,0.001
Spain,Pakistan,2008,0,0.0
Spain,Pakistan,2009,4,0.001
Spain,Pakistan,2010,0,0.0
Spain,Pakistan,2011,4,0.001
Spain,Pakistan,2013,0,0.0
Spain,Pakistan,2014,0,0.0
Spain,Pakistan,2015,0,0.0
Spain,Pakistan,2016,4,0.001
Spain,Pakistan,2017,4,0.001
Spain,Pakistan,2018,0,0.0
Spain,Pakistan,2019,4,0.001
Spain,Pakistan,2020,4,0.001
Spain,Pakistan,2021,4,0.001
Spain,Pakistan,2022,0,0.0
Spain,Pakistan,2023,4,0.001
Spain,Pakistan,2024,0,0.0
Spain,Portugal,2000,4,0.001
Spain,Portugal,2001,4,0.001
Spain,Portugal,2002,4,0.001
Spain,Portugal,2003,4,0.001
Spain,Portugal,2004,4,0.001
Spain,Portugal,2005,4,0.001
Spain,Portugal,2006,0,0.0
Spain,Portugal,2007,4,0.001
Spain,Portugal,2008,4,0.001
Spain,Portugal,2009,4,0.001
Spain,Portugal,2010,4,0.001
Spain,Portugal,2011,4,0.001
Spain,Portugal,2013,4,0.001
Spain,Portugal,2014,4,0.001
Spain,Portugal,2015,4,0.001
Spain,Portugal,2016,4,0.001
Spain,Portugal,2017,4,0.001
Spain,Portugal,2018,4,0.001
Spain,Portugal,2019,4,0.001
Spain,Portugal,2020,4,0.001
Spain,Portugal,2021,4,0.001
Spain,Portugal,2022,4,0.001
Spain,Portugal,2023,4,0.001
Spain,Portugal,2024,4,0.001
Spain,Russia,2000,4,0.001
Spain,Russia,2001,4,0.001
Spain,Russia,2002,4,0.001
Spain,Russia,2003,4,0.001
Spain,Russia,2004,4,0.001
Spain,Russia,2005,4,0.001
Spain,Russia,2006,0,0.0
Spain,Russia,2007,4,0.001
Spain,Russia,2008,4,0.001
Spain,Russia,2009,4,0.001
Spain,Russia,2010,4,0.001
Spain,Russia,2011,4,0.001
Spain,Russia,2013,4,0.001
Spain,Russia,2014,4,0.001
Spain,Russia,2015,4,0.001
Spain,Russia,2016,4,0.001
Spain,Russia,2017,4,0.001
Spain,Russia,2018,0,0.0
Spain,Russia,2019,4,0.001
Spain,Russia,2020,0,0.0
Spain,Russia,2021,4,0.001
Spain,Russia,2022,4,0.001
Spain,Russia,2023,4,0.001
Spain,Russia,2024,4,0.001
Spain,Saudi Arabia,2000,4,0.001
Spain,Saudi Arabia,2001,0,0.0
Spain,Saudi Arabia,2002,4,0.001
Spain,Saudi Arabia,2003,0,0.0
Spain,Saudi Arabia,2004,4,0.001
Spain,Saudi Arabia,2005,0,0.0
Spain,Saudi Arabia,2006,4,0.001
Spain,Saudi Arabia,2007,4,0.001
Spain,Saudi Arabia,2008,0,0.0
Spain,Saudi Arabia,2009,0,0.0
Spain,Saudi Arabia,2010,0,0.0
Spain,Saudi Arabia,2011,0,0.0
Spain,Saudi Arabia,2013,0,0.0
Spain,Saudi Arabia,2014,0,0.0
Spain,Saudi Arabia,2015,0,0.0
Spain,Saudi Arabia,2016,4,0.001
Spain,Saudi Arabia,2017,4,0.001
Spain,Saudi Arabia,2018,4,0.001
Spain,Saudi Arabia,2019,4,0.001
Spain,Saudi Arabia,2020,4,0.001
Spain,Saudi Arabia,2021,4,0.001
Spain,Saudi Arabia,2022,4,0.001
Spain,Saudi Arabia,2023,4,0.001
Spain,Saudi Arabia,2024,4,0.001
Spain,Sri Lanka,2000,4,0.001
Spain,Sri Lanka,2001,4,0.001
Spain,Sri Lanka,2002,4,0.001
Spain,Sri Lanka,2003,4,0.001
Spain,Sri Lanka,2004,4,0.001
Spain,Sri Lanka,2005,4,0.001
Spain,Sri Lanka,2006,4,0.001
Spain,Sri Lanka,2007,4,0.001
Spain,Sri Lanka,2008,0,0.0
Spain,Sri Lanka,2009,0,0.0
Spain,Sri Lanka,2010,0,0.0
Spain,Sri Lanka,2011,0,0.0
Spain,Sri Lanka,2013,4,0.001
Spain,Sri Lanka,2014,0,0.0
Spain,Sri Lanka,2015,0,0.0
Spain,Sri Lanka,2016,4,0.001
Spain,Sri Lanka,2017,4,0.001
Spain,Sri Lanka,2018,4,0.001
Spain,Sri Lanka,2019,4,0.001
Spain,Sri Lanka,2020,4,0.001
Spain,Sri Lanka,2021,4,0.001
Spain,Sri Lanka,2022,0,0.0
Spain,Sri Lanka,2023,0,0.0
Spain,Sri Lanka,2024,4,0.001
Spain,Sweden,2000,4,0.001
Spain,Sweden,2001,4,0.001
Spain,Sweden,2002,4,0.001
Spain,Sweden,2003,4,0.001
Spain,Sweden,2004,4,0.001
Spain,Sweden,2005,4,0.001
Spain,Sweden,2006,4,0.001
Spain,Sweden,2007,4,0.001
Spain,Sweden,2008,4,0.001
Spain,Sweden,2009,4,0.001
Spain,Sweden,2010,4,0.001
Spain,Sweden,2011,4,0.001
Spain,Sweden,2013,4,0.001
Spain,Sweden,2014,4,0.001
Spain,Sweden,2015,4,0.001
Spain,Sweden,2016,4,0.001
Spain,Sweden,2017,4,0.001
Spain,Sweden,2018,4,0.001
Spain,Sweden,2019,4,0.001
Spain,Sweden,2020,4,0.001
Spain,Sweden,2021,4,0.001
Spain,Sweden,2022,4,0.001
Spain,Sweden,2023,4,0.001
Spain,Sweden,2024,4,0.001
Spain,UK,2000,4,0.001
Spain,UK,2001,4,0.001
Spain,UK,2002,4,0.001
Spain,UK,2003,4,0.001
Spain,UK,2004,4,0.001
Spain,UK,2005,4,0.001
Spain,UK,2006,0,0.0
Spain,UK,2007,4,0.001
Spain,UK,2008,4,0.001
Spain,UK,2009,4,0.001
Spain,UK,2010,4,0.001
Spain,UK,2011,4,0.001
Spain,UK,2013,4,0.001
Spain,UK,2014,4,0.001
Spain,UK,2015,4,0.001
Spain,UK,2016,4,0.001
Spain,UK,2017,4,0.001
Spain,UK,2018,4,0.001
Spain,UK,2019,0,0.0
Spain,UK,2020,4,0.001
Spain,UK,2021,4,0.001
Spain,UK,2022,4,0.001
Spain,UK,2023,4,0.001
Spain,UK,2024,4,0.001
Spain,USA,2000,4,0.001
Spain,USA,2001,4,0.001
Spain,USA,2002,4,0.001
Spain,USA,2003,4,0.001
Spain,USA,2004,4,0.001
Spain,USA,2005,4,0.001
Spain,USA,2006,4,0.001
Spain,USA,2007,4,0.001
Spain,USA,2008,4,0.001
Spain,USA,2009,4,0.001
Spain,USA,2010,4,0.001
Spain,USA,2011,4,0.001
Spain,USA,2013,4,0.001
Spain,USA,2014,4,0.001
Spain,USA,2015,4,0.001
Spain,USA,2016,4,0.001
Spain,USA,2017,4,0.001
Spain,USA,2018,4,0.001
Spain,USA,2019,4,0.001
Spain,USA,2020,4,0.001
Spain,USA,2021,4,0.001
Spain,USA,2022,0,0.0
Spain,USA,2023,4,0.001
Spain,USA,2024,4,0.001
Sri Lanka,Afghanistan,2000,0,0.0
Sri Lanka,Afghanistan,2001,0,0.0
Sri Lanka,Afghanistan,2002,0,0.0
Sri Lanka,Afghanistan,2003,0,0.0
Sri Lanka,Afghanistan,2004,0,0.0
Sri Lanka,Afghanistan,2005,0,0.0
Sri Lanka,Afghanistan,2006,0,0.0
Sri Lanka,Afghanistan,2008,0,0.0
Sri Lanka,Afghanistan,2009,0,0.0
Sri Lanka,Afghanistan,2010,0,0.0
Sri Lanka,Afghanistan,2011,0,0.0
Sri Lanka,Afghanistan,2013,0,0.0
Sri Lanka,Afghanistan,2014,0,0.0
Sri Lanka,Afghanistan,2015,0,0.0
Sri Lanka,Afghanistan,2016,0,0.0
Sri Lanka,Afghanistan,2017,0,0.001
Sri Lanka,Afghanistan,2019,4,0.001
Sri Lanka,Afghanistan,2020,4,0.001
Sri Lanka,Afghanistan,2021,4,0.001
Sri Lanka,Afghanistan,2022,0,0.0
Sri Lanka,Afghanistan,2023,0,0.0
Sri Lanka,Afghanistan,2024,4,0.001
Sri Lanka,Argentina,2000,0,0.0
Sri Lanka,Argentina,2001,0,0.0
Sri Lanka,Argentina,2002,0,0.0
Sri Lanka,Argentina,2003,0,0.0
Sri Lanka,Argentina,2004,0,0.0
Sri Lanka,Argentina,2005,0,0.0
Sri Lanka,Argentina,2006,0,0.0
Sri Lanka,Argentina,2007,0,0.0
Sri Lanka,Argentina,2008,0,0.0
Sri Lanka,Argentina,2009,0,0.0
Sri Lanka,Argentina,2010,0,0.0
Sri Lanka,Argentina,2011,0,0.0
Sri Lanka,Argentina,2013,0,0.0
Sri Lanka,Argentina,2014,0,0.0
Sri Lanka,Argentina,2015,0,0.0
Sri Lanka,Argentina,2016,0,0.0
Sri Lanka,Argentina,2017,0,0.001
Sri Lanka,Argentina,2019,4,0.001
Sri Lanka,Argentina,2020,4,0.001
Sri Lanka,Argentina,2021,4,0.001
Sri Lanka,Argentina,2022,4,0.001
Sri Lanka,Argentina,2023,4,0.001
Sri Lanka,Argentina,2024,4,0.001
Sri Lanka,Australia,2000,0,0.0
Sri Lanka,Australia,2001,0,0.0
Sri Lanka,Australia,2002,0,0.0
Sri Lanka,Australia,2003,0,0.0
Sri Lanka,Australia,2004,0,0.0
Sri Lanka,Australia,2005,0,0.0
Sri Lanka,Australia,2006,0,0.0
Sri Lanka,Australia,2007,0,0.0
Sri Lanka,Australia,2008,0,0.0
Sri Lanka,Australia,2009,0,0.0
Sri Lanka,Australia,2010,0,0.0
Sri Lanka,Australia,2011,0,0.0
Sri Lanka,Australia,2013,0,0.0
Sri Lanka,Australia,2014,0,0.0
Sri Lanka,Australia,2015,0,0.0
Sri Lanka,Australia,2016,0,0.0
Sri Lanka,Australia,2017,0,0.001
Sri Lanka,Australia,2019,4,0.001
Sri Lanka,Australia,2020,4,0.001
Sri Lanka,Australia,2021,4,0.001
Sri Lanka,Australia,2022,4,0.001
Sri Lanka,Australia,2023,4,0.001
Sri Lanka,Australia,2024,4,0.001
Sri Lanka,Bangladesh,2000,0,0.0
Sri Lanka,Bangladesh,2001,0,0.0
Sri Lanka,Bangladesh,2002,0,0.0
Sri Lanka,Bangladesh,2003,0,0.0
Sri Lanka,Bangladesh,2004,0,0.0
Sri Lanka,Bangladesh,2005,0,0.0
Sri Lanka,Bangladesh,2006,0,0.0
Sri Lanka,Bangladesh,2007,0,0.0
Sri Lanka,Bangladesh,2008,0,0.0
Sri Lanka,Bangladesh,2009,0,0.0
Sri Lanka,Bangladesh,2010,0,0.0
Sri Lanka,Bangladesh,2011,0,0.0
Sri Lanka,Bangladesh,2013,0,0.0
Sri Lanka,Bangladesh,2014,0,0.0
Sri Lanka,Bangladesh,2015,0,0.0
Sri Lanka,Bangladesh,2016,0,0.0
Sri Lanka,Bangladesh,2017,0,0.001
Sri Lanka,Bangladesh,2019,4,0.001
Sri Lanka,Bangladesh,2020,4,0.001
Sri Lanka,Bangladesh,2021,4,0.001
Sri Lanka,Bangladesh,2022,4,0.001
Sri Lanka,Bangladesh,2023,4,0.001
Sri Lanka,Bangladesh,2024,4,0.001
Sri Lanka,Belgium,2000,0,0.0
Sri Lanka,Belgium,2001,0,0.0
Sri Lanka,Belgium,2002,0,0.0
Sri Lanka,Belgium,2003,0,0.0
Sri Lanka,Belgium,2004,0,0.0
Sri Lanka,Belgium,2005,0,0.0
Sri Lanka,Belgium,2006,0,0.0
Sri Lanka,Belgium,2007,0,0.0
Sri Lanka,Belgium,2008,0,0.0
Sri Lanka,Belgium,2009,0,0.0
Sri Lanka,Belgium,2010,0,0.0
Sri Lanka,Belgium,2011,0,0.0
Sri Lanka,Belgium,2013,0,0.0
Sri Lanka,Belgium,2014,0,0.0
Sri Lanka,Belgium,2015,0,0.0
Sri Lanka,Belgium,2016,0,0.0
Sri Lanka,Belgium,2017,0,0.001
Sri Lanka,Belgium,2019,4,0.001
Sri Lanka,Belgium,2020,4,0.001
Sri Lanka,Belgium,2021,4,0.001
Sri Lanka,Belgium,2022,4,0.001
Sri Lanka,Belgium,2023,4,0.001
Sri Lanka,Belgium,2024,4,0.001
Sri Lanka,Canada,2000,0,0.0
Sri Lanka,Canada,2001,0,0.0
Sri Lanka,Canada,2002,0,0.0
Sri Lanka,Canada,2003,0,0.0
Sri Lanka,Canada,2004,0,0.0
Sri Lanka,Canada,2005,0,0.0
Sri Lanka,Canada,2006,0,0.0
Sri Lanka,Canada,2007,0,0.0
Sri Lanka,Canada,2008,0,0.0
Sri Lanka,Canada,2009,0,0.0
Sri Lanka,Canada,2010,0,0.0
Sri Lanka,Canada,2011,0,0.0
Sri Lanka,Canada,2013,0,0.0
Sri Lanka,Canada,2014,0,0.0
Sri Lanka,Canada,2015,0,0.0
Sri Lanka,Canada,2016,0,0.0
Sri Lanka,Canada,2017,0,0.001
Sri Lanka,Canada,2019,4,0.001
Sri Lanka,Canada,2020,4,0.001
Sri Lanka,Canada,2021,4,0.001
Sri Lanka,Canada,2022,4,0.001
Sri Lanka,Canada,2023,4,0.001
Sri Lanka,Canada,2024,4,0.001
Sri Lanka,China,2000,0,0.0
Sri Lanka,China,2001,0,0.0
Sri Lanka,China,2002,0,0.0
Sri Lanka,China,2003,0,0.0
Sri Lanka,China,2004,0,0.0
Sri Lanka,China,2005,0,0.0
Sri Lanka,China,2006,0,0.0
Sri Lanka,China,2007,0,0.0
Sri Lanka,China,2008,0,0.0
Sri Lanka,China,2009,0,0.0
Sri Lanka,China,2010,0,0.0
Sri Lanka,China,2011,0,0.0
Sri Lanka,China,2013,0,0.0
Sri Lanka,China,2014,0,0.0
Sri Lanka,China,2015,0,0.0
Sri Lanka,China,2016,0,0.0
Sri Lanka,China,2017,0,0.001
Sri Lanka,China,2019,4,0.001
Sri Lanka,China,2020,4,0.001
Sri Lanka,China,2021,4,0.001
Sri Lanka,China,2022,4,0.001
Sri Lanka,China,2023,4,0.001
Sri Lanka,China,2024,4,0.001
Sri Lanka,Croatia,2000,0,0.0
Sri Lanka,Croatia,2001,0,0.0
Sri Lanka,Croatia,2002,0,0.0
Sri Lanka,Croatia,2003,0,0.0
Sri Lanka,Croatia,2004,0,0.0
Sri Lanka,Croatia,2005,0,0.0
Sri Lanka,Croatia,2006,0,0.0
Sri Lanka,Croatia,2007,0,0.0
Sri Lanka,Croatia,2008,0,0.0
Sri Lanka,Croatia,2010,0,0.0
Sri Lanka,Croatia,2011,0,0.0
Sri Lanka,Croatia,2013,0,0.0
Sri Lanka,Croatia,2014,0,0.0
Sri Lanka,Croatia,2015,0,0.0
Sri Lanka,Croatia,2016,0,0.0
Sri Lanka,Croatia,2017,0,0.001
Sri Lanka,Croatia,2019,4,0.001
Sri Lanka,Croatia,2020,4,0.001
Sri Lanka,Croatia,2021,4,0.001
Sri Lanka,Croatia,2022,4,0.001
Sri Lanka,Croatia,2023,4,0.001
Sri Lanka,Croatia,2024,4,0.001
Sri Lanka,France,2000,0,0.0
Sri Lanka,France,2001,0,0.0
Sri Lanka,France,2002,0,0.0
Sri Lanka,France,2003,0,0.0
Sri Lanka,France,2004,0,0.0
Sri Lanka,France,2005,0,0.0
Sri Lanka,France,2006,0,0.0
Sri Lanka,France,2007,0,0.0
Sri Lanka,France,2008,0,0.0
Sri Lanka,France,2009,0,0.0
Sri Lanka,France,2010,0,0.0
Sri Lanka,France,2011,0,0.0
Sri Lanka,France,2013,0,0.0
Sri Lanka,France,2014,0,0.0
Sri Lanka,France,2015,0,0.0
Sri Lanka,France,2016,0,0.0
Sri Lanka,France,2017,0,0.001
Sri Lanka,France,2019,4,0.001
Sri Lanka,France,2020,4,0.001
Sri Lanka,France,2021,4,0.001
Sri Lanka,France,2022,4,0.001
Sri Lanka,France,2023,4,0.001
Sri Lanka,France,2024,4,0.001
Sri Lanka,Germany,2000,0,0.0
Sri Lanka,Germany,2001,0,0.0
Sri Lanka,Germany,2002,0,0.0
Sri Lanka,Germany,2003,0,0.0
Sri Lanka,Germany,2004,0,0.0
Sri Lanka,Germany,2005,0,0.0
Sri Lanka,Germany,2006,0,0.0
Sri Lanka,Germany,2007,0,0.0
Sri Lanka,Germany,2008,0,0.0
Sri Lanka,Germany,2009,0,0.0
Sri Lanka,Germany,2010,0,0.0
Sri Lanka,Germany,2011,0,0.0
Sri Lanka,Germany,2013,0,0.0
Sri Lanka,Germany,2014,0,0.0
Sri Lanka,Germany,2015,0,0.0
Sri Lanka,Germany,2016,0,0.0
Sri Lanka,Germany,2017,0,0.001
Sri Lanka,Germany,2019,4,0.001
Sri Lanka,Germany,2020,4,0.001
Sri Lanka,Germany,2021,4,0.001
Sri Lanka,Germany,2022,4,0.001
Sri Lanka,Germany,2023,4,0.001
Sri Lanka,Germany,2024,4,0.001
Sri Lanka,India,2000,0,0.0
Sri Lanka,India,2001,0,0.0
Sri Lanka,India,2002,0,0.0
Sri Lanka,India,2003,0,0.0
Sri Lanka,India,2004,0,0.0
Sri Lanka,India,2005,0,0.0
Sri Lanka,India,2006,0,0.0
Sri Lanka,India,2007,0,0.0
Sri Lanka,India,2008,0,0.0
Sri Lanka,India,2009,0,0.0
Sri Lanka,India,2010,0,0.0
Sri Lanka,India,2011,0,0.0
Sri Lanka,India,2013,0,0.0
Sri Lanka,India,2014,0,0.0
Sri Lanka,India,2015,0,0.0
Sri Lanka,India,2016,0,0.0
Sri Lanka,India,2017,0,0.001
Sri Lanka,India,2019,4,0.001
Sri Lanka,India,2020,4,0.001
Sri Lanka,India,2021,4,0.001
Sri Lanka,India,2022,4,0.001
Sri Lanka,India,2023,4,0.001
Sri Lanka,India,2024,4,0.001
Sri Lanka,Iran,2000,0,0.0
Sri Lanka,Iran,2001,0,0.0
Sri Lanka,Iran,2002,0,0.0
Sri Lanka,Iran,2003,0,0.0
Sri Lanka,Iran,2004,0,0.0
Sri Lanka,Iran,2005,0,0.0
Sri Lanka,Iran,2006,0,0.0
Sri Lanka,Iran,2007,0,0.0
Sri Lanka,Iran,2008,0,0.0
Sri Lanka,Iran,2009,0,0.0
Sri Lanka,Iran,2010,0,0.0
Sri Lanka,Iran,2011,0,0.0
Sri Lanka,Iran,2013,0,0.0
Sri Lanka,Iran,2014,0,0.0
Sri Lanka,Iran,2015,0,0.0
Sri Lanka,Iran,2016,0,0.0
Sri Lanka,Iran,2017,0,0.001
Sri Lanka,Iran,2019,4,0.001
Sri Lanka,Iran,2020,4,0.001
Sri Lanka,Iran,2021,4,0.001
Sri Lanka,Iran,2022,4,0.001
Sri Lanka,Iran,2023,4,0.001
Sri Lanka,Iran,2024,4,0.001
Sri Lanka,Iraq,2001,0,0.0
Sri Lanka,Iraq,2002,0,0.0
Sri Lanka,Iraq,2004,0,0.0
Sri Lanka,Iraq,2006,0,0.0
Sri Lanka,Iraq,2007,0,0.0
Sri Lanka,Iraq,2008,0,0.0
Sri Lanka,Iraq,2009,0,0.0
Sri Lanka,Iraq,2010,0,0.0
Sri Lanka,Iraq,2011,0,0.0
Sri Lanka,Iraq,2013,0,0.0
